Company,Product,Last Name,First Name,Telephone,Deal Status,Completion Date,Sales Code,Type of Contact,Call Attempt #1,Call Attempt #2,Call Attempt #3,Subscription Plan,Follow up,Type Of Contact,Last Name of Sales Rep,First Name of Sales Rep,Title of Sales Rep,Comments
HPE,Enterprise,Reyes,Sherri,5328255489,Closed,2009-09-08,NEW,Telephonic,,2023-02-11,2023-05-29,12 Mo,,In Person,Mcdaniel,Kristen,Manager,
Oracle,Enterprise,Morales,Dennis,744-595-9424,No Deal,2008-08-25,ADD,In Person,,2023-04-18,,18 Mo,,Telephonic,Garner,Ashley,,
Salesforce,Professional,Morse,Linda,2726791079,Follow Up,2011-09-03,UPG,Expo Event,,2023-03-13,2023-01-28,12 Mo,,In Person,Adkins,Douglas,Associate,
Intel,Solo,Campbell,Allison,8014918956,,,UPG,Social Media,,,,6 Mo,,,Schmidt,Linda,Manager,
NTT DOCOMO,Professional,White,Shane,8099303680,,2018-04-14,UPG,,,2023-03-14,,,,Telephonic,Jones,Robert,,
HP,Professional,Riley,Michael,7774068673,Interested,2019-06-16,RPT,Telephonic,,,,12 Mo,,In Person,Terry,Mary,Associate,
Cisco,Enterprise,Horton,Calvin,(524)203-6580,Closed,,NEW,Telephonic,,2023-06-25,,,,,Price,Kimberly,Closer,
NTT Finance,Professional,Taylor,Marcus,(971)460-7941,Interested,2015-10-14,NEW,Expo Event,,,,,,Telephonic,Dennis,Stephanie,Closer,
Amazon,Solo,White,David,200-944-2336,Interested,2007-01-03,,Social Media,,2023-04-13,,6 Mo,,,Robinson,Sara,Closer,
NTT DOCOMO,Professional,Russell,Zachary,(829)675-8123,No Deal,2003-04-12,,Email,,,,6 Mo,,In Person,Mcfarland,Rachel,Closer,
Intel,Solo,Rivera,Matthew,(695)498-3399,Closed,2011-01-28,ADD,Email,,2023-01-26,,,,In Person,Bradley,William,Manager,
Facebook,Professional,Day,Frederick,5867539595,Interested,,NEW,Social Media,,,2023-04-13,18 Mo,2023-02-08,Telephonic,Johnson,Stephanie,,
Cisco,Professional,Mendoza,Anthony,812-873-7401,Interested,,NEW,Email,,2023-03-09,,18 Mo,,,Rosales,Jimmy,,
NTT Communications,Professional,Webb,Jerry,380-490-7600,No Deal,2018-07-31,UPG,,,2023-03-19,2023-01-11,6 Mo,,Telephonic,Camacho,Leroy,Closer,
HP,Enterprise,Daniels,Anthony,396-887-8095,Interested,,RPT,Expo Event,2023-05-23,,2023-03-15,1 Mo,,,Jackson,Anthony,,
NTT,Solo,Willis,Gregory,9893232313,,,,Expo Event,,2023-05-02,2023-01-08,1 Mo,2023-06-02,Telephonic,James,Amy,,
NTT Security,Professional,Cross,Ryan,4675895102,Follow Up,2012-12-02,RPT,Email,,2023-02-07,2023-04-08,6 Mo,,,Stokes,Helen,Manager,
Oracle,Enterprise,Hebert,Brittany,6999455457,Interested,2013-06-01,ADD,Email,,2023-01-16,,6 Mo,2023-05-31,In Person,Clark,Rebecca,,
Google,Enterprise,Delgado,Yvonne,4728521523,Closed,2011-08-10,,Email,,2023-04-07,2023-01-17,6 Mo,,,Wood,Nancy,Manager,
NTT Security,Solo,Schmidt,Faith,917-315-3439,Follow Up,,NEW,Expo Event,,,2023-05-08,18 Mo,2023-05-04,In Person,Rhodes,Andrea,Closer,
IBM,Professional,May,Russell,(268)496-7206,,,UPG,Social Media,,2023-04-02,,6 Mo,,,Gibbs,Scott,Closer,
Amazon,Professional,Chambers,Brittany,(849)522-8044,No Deal,2016-05-14,RPT,In Person,,,2023-01-18,,,Telephonic,Hernandez,Andrew,,
